id,image_rel,image_path,prompt,clip_sim
000000000024,0_random_140/000000000024.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000024.jpg,a [golden] horse running in the sunset,0.27099335193634033
000000000025,0_random_140/000000000025.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000025.jpg,a [storm-trooper] with blue hair wearing a shirt,0.2473730593919754
000000000026,0_random_140/000000000026.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000026.jpg,a [crochet] bird with a red beak sitting on a branch,0.29805225133895874
000000000027,0_random_140/000000000027.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000027.jpg,a [closed] eyes cat sitting on wooden floor,0.16551977396011353
000000000028,0_random_140/000000000028.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000028.jpg,[an oil painting of] white flowers on a tree branch with blue sky background,0.2650759220123291
000000000029,0_random_140/000000000029.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000029.jpg,a [duck] walking through the grass,0.2821018695831299
000000000030,0_random_140/000000000030.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000030.jpg,a [road] in a lush green forest with rocks,0.28227218985557556
000000000031,0_random_140/000000000031.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000031.jpg,a [blue] rose in the dark,0.20743674039840698
000000000032,0_random_140/000000000032.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000032.jpg,a group of [red] flowers hanging from a tree,0.19921304285526276
000000000033,0_random_140/000000000033.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000033.jpg,a cartoon of a [girl] walking his dog in autumn,0.3520744740962982
000000000034,0_random_140/000000000034.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000034.jpg,[a sketch painting of] a mother duck and her babies are standing near the water,0.3147978186607361
000000000035,0_random_140/000000000035.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000035.jpg,[painting] - window of the world by jimmy kirk,0.24754667282104492
000000000036,0_random_140/000000000036.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000036.jpg,[fire],0.15030117332935333
000000000037,0_random_140/000000000037.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000037.jpg,mountain landscape with withered grass,0.23533110320568085
000000000038,0_random_140/000000000038.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000038.jpg,a little girl with [blue] eyes and flowers in a blue dress,0.28735047578811646
000000000039,0_random_140/000000000039.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000039.jpg,two ducks in the [sea],0.2431342750787735
000000000040,0_random_140/000000000040.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000040.jpg,a cat sitting with beads collar [putting hands down],0.29610735177993774
000000000041,0_random_140/000000000041.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000041.jpg,[a castle in] the arctic sky,0.24622699618339539
000000000042,0_random_140/000000000042.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000042.jpg,a [white] wolf is standing on rocks in a dark forest,0.24605852365493774
000000000043,0_random_140/000000000043.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000043.jpg,a [small blue] cargo ship in the ocean at sunset,0.27909064292907715
000000000044,0_random_140/000000000044.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000044.jpg,a cat sitting in the [rocks],0.27555280923843384
000000000045,0_random_140/000000000045.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000045.jpg,the christmas illustration of a santa's [angry] face,0.30156412720680237
000000000046,0_random_140/000000000046.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000046.jpg,[photo] of clouds in the sky,0.240194171667099
000000000047,0_random_140/000000000047.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000047.jpg,[shiny] car by jill kaufman,0.21542227268218994
000000000048,0_random_140/000000000048.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000048.jpg,sunset over a field with clouds and a [dark] sky,0.20624518394470215
000000000049,0_random_140/000000000049.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000049.jpg,[blue] chair in a conference room,0.2099318504333496
000000000050,0_random_140/000000000050.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000050.jpg,a bird standing on [eggs],0.31741097569465637
000000000051,0_random_140/000000000051.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000051.jpg,a painting of a blue vase,0.28349947929382324
000000000052,0_random_140/000000000052.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000052.jpg,a logo of [X] shpae in a black background,0.2026408612728119
000000000053,0_random_140/000000000053.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000053.jpg,a fluffy dog with a blue leash sitting in the [ground],0.24535316228866577
000000000054,0_random_140/000000000054.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000054.jpg,a camera and a notebook on a [table],0.2295367419719696
000000000055,0_random_140/000000000055.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000055.jpg,a black dog is looking at the camera in the [rain],0.2924301028251648
000000000056,0_random_140/000000000056.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000056.jpg,a [lion] puppy wrapped in a blue towel,0.2699103057384491
000000000057,0_random_140/000000000057.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000057.jpg,[a photo of] an owl sitting on a branch,0.2208353728055954
000000000058,0_random_140/000000000058.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000058.jpg,[yellow] tulips in vase,0.22753432393074036
000000000059,0_random_140/000000000059.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000059.jpg,a cartoon goat [face backward],0.25656500458717346
000000000060,0_random_140/000000000060.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000060.jpg,a [red] apple sitting on top of a wooden table,0.2508847713470459
000000000061,0_random_140/000000000061.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000061.jpg,a mid [spring] road lined with trees and leaves,0.26979875564575195
000000000062,0_random_140/000000000062.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000062.jpg,a [cat] is sitting in a pile of colorful eggs,0.27617478370666504
000000000063,0_random_140/000000000063.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000063.jpg,a vase with some [wilted] flowers in it,0.24461649358272552
000000000064,0_random_140/000000000064.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000064.jpg,a woman [riding a lion] in front of a glowing yellow light,0.298452228307724
000000000065,0_random_140/000000000065.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000065.jpg,a bird is sitting on a branch,0.24522611498832703
000000000066,0_random_140/000000000066.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000066.jpg,[a digital art painting of] a dalmatian dog laying on the ground,0.2866603434085846
000000000067,0_random_140/000000000067.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000067.jpg,a woman in a [blouse] standing in the rain,0.2407875806093216
000000000068,0_random_140/000000000068.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000068.jpg,photo of [unicorns] running in the woods,0.303074449300766
000000000069,0_random_140/000000000069.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000069.jpg,[forest] and house,0.2874971628189087
000000000070,0_random_140/000000000070.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000070.jpg,"[a sunny day of] the city of dresden, germany, europe",0.25591403245925903
000000000071,0_random_140/000000000071.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000071.jpg,an apple with two [hands] on it in a white background,0.2981550097465515
000000000072,0_random_140/000000000072.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000072.jpg,[wooden] colorful cups,0.24809275567531586
000000000073,0_random_140/000000000073.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000073.jpg,a [autumn] field with trees and a blue sky,0.2688790559768677
000000000074,0_random_140/000000000074.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000074.jpg,a mountain is covered in snow,0.2028614580631256
000000000075,0_random_140/000000000075.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000075.jpg,a woman with [monster] around her face,0.2338358461856842
000000000076,0_random_140/000000000076.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000076.jpg,a painting of a cup with a [flower] coming out of it,0.24818074703216553
000000000077,0_random_140/000000000077.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000077.jpg,a painting of a [car] in the snow with mountains in the background,0.2468024641275406
000000000078,0_random_140/000000000078.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000078.jpg,ocean with [stars] in the sky,0.23751936852931976
000000000079,0_random_140/000000000079.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000079.jpg,a man walking in a [city] with mountains in the background,0.24997304379940033
000000000080,0_random_140/000000000080.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000080.jpg,a [fox] is shown in a low polygonal style,0.34776297211647034
000000000081,0_random_140/000000000081.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000081.jpg,a branch in the forest,0.24627217650413513
000000000082,0_random_140/000000000082.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000082.jpg,a cute dog holding a [pink] heart,0.2793060839176178
000000000083,0_random_140/000000000083.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000083.jpg,a water droplet hangs from a string of [red] lights,0.3367496728897095
000000000084,0_random_140/000000000084.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000084.jpg,two [blue and green] toy gnomes are sitting on a snow covered surface,0.303427517414093
000000000085,0_random_140/000000000085.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000085.jpg,wolf howling at the moon with a outline of a [person],0.2922741174697876
000000000086,0_random_140/000000000086.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000086.jpg,the [violet] tree is blooming in the spring,0.21705852448940277
000000000087,0_random_140/000000000087.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000087.jpg,a jockey rides a [dragon] on a grassy field,0.2104422152042389
000000000088,0_random_140/000000000088.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000088.jpg,"a plate with rice, [apple] slices and fish",0.2694949507713318
000000000089,0_random_140/000000000089.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000089.jpg,two [purple] berries on a tree branch with a blue sky in the background,0.23245999217033386
000000000090,0_random_140/000000000090.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000090.jpg,a drawing of a woman with a towel on her head [and a dress on her body],0.3178355097770691
000000000091,0_random_140/000000000091.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000091.jpg,a girl sitting at a table with [noodles] and drinks,0.2033219039440155
000000000092,0_random_140/000000000092.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000092.jpg,lilas and book on [glass] surface,0.25678569078445435
000000000093,0_random_140/000000000093.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000093.jpg,a [garfield cat] is sitting on a sofa,0.3137366771697998
000000000094,0_random_140/000000000094.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000094.jpg,a cat is sitting on a [blue] blanket,0.2345915138721466
000000000095,0_random_140/000000000095.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000095.jpg,a painting of a fairy with green wings holding a [crystal ball],0.26937997341156006
000000000096,0_random_140/000000000096.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000096.jpg,a [colorful and beautiful] photo of bride and groom embrace in the woods,0.25229302048683167
000000000097,0_random_140/000000000097.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000097.jpg,a vase of colorful flowers on a [plastic] table,0.24673044681549072
000000000098,0_random_140/000000000098.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000098.jpg,a light bulb hanging from a wire with [grass] in the background,0.2726634740829468
000000000099,0_random_140/000000000099.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000099.jpg,a painting of a woman holding a [teddy bear],0.25060147047042847
000000000100,0_random_140/000000000100.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000100.jpg,a woman in black holding an umbrella walks through a [forest],0.32352209091186523
000000000101,0_random_140/000000000101.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000101.jpg,tulip,0.2303621619939804
000000000102,0_random_140/000000000102.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000102.jpg,a rose on the [wood],0.22599497437477112
000000000103,0_random_140/000000000103.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000103.jpg,an [digital painting] of waves and water,0.23979994654655457
000000000104,0_random_140/000000000104.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000104.jpg,a woman with [snakes] in her hair,0.2376626431941986
000000000105,0_random_140/000000000105.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000105.jpg,cat with [green] eyes,0.26613152027130127
000000000106,0_random_140/000000000106.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000106.jpg,a [blue] mushroom with white spots on it is sitting on the ground,0.2865392565727234
000000000107,0_random_140/000000000107.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000107.jpg,a [wodden] bird on the branch,0.23438462615013123
000000000108,0_random_140/000000000108.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000108.jpg,[a watercolor painting of] a woman sitting in a living room,0.18600496649742126
000000000109,0_random_140/000000000109.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000109.jpg,a farm with a [tile] roof and trees in the background,0.18782909214496613
000000000110,0_random_140/000000000110.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000110.jpg,a [old woman] is holding a dog,0.2970009744167328
000000000111,0_random_140/000000000111.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000111.jpg,a [dog] with green eyes sitting on the ground,0.27096301317214966
000000000112,0_random_140/000000000112.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000112.jpg,a group of [plush ducks] are lined up in a canal,0.2921995222568512
000000000113,0_random_140/000000000113.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000113.jpg,[rabbits] running in the grass,0.26306432485580444
000000000114,0_random_140/000000000114.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000114.jpg,a [colorful] photo of a man and woman sitting on the ground,0.23671185970306396
000000000115,0_random_140/000000000115.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000115.jpg,two [birds] standing next to each other,0.22009050846099854
000000000116,0_random_140/000000000116.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000116.jpg,easter eggs in a [glass],0.2366151213645935
000000000117,0_random_140/000000000117.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000117.jpg,a [blue] flower with [red] center in the middle,0.2633362412452698
000000000118,0_random_140/000000000118.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000118.jpg,a small bird is sitting on a branch in a [forest],0.2880629897117615
000000000119,0_random_140/000000000119.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000119.jpg,a woman in red sitting on a chair with [ghost] in the background,0.22607627511024475
000000000120,0_random_140/000000000120.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000120.jpg,woman with [blue] hair,0.28947192430496216
000000000121,0_random_140/000000000121.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000121.jpg,[oilpainting] of leaves on a branch,0.24655193090438843
000000000122,0_random_140/000000000122.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000122.jpg,a view of the mountains covered in [leaves],0.15088573098182678
000000000123,0_random_140/000000000123.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000123.jpg,[stone] buddha statue in the temple,0.23698872327804565
000000000124,0_random_140/000000000124.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000124.jpg,the [sunset] over the durdle door,0.28972387313842773
000000000125,0_random_140/000000000125.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000125.jpg,a close up of a [blue] flower on a black background,0.30399924516677856
000000000126,0_random_140/000000000126.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000126.jpg,[an oil painting of] a kitchen,0.21087723970413208
000000000127,0_random_140/000000000127.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000127.jpg,a boat is docked on a lake in the [sunny day],0.235284686088562
000000000128,0_random_140/000000000128.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000128.jpg,[watercolor] painting of a fox sleeping with flowers with a gray background,0.3127841651439667
000000000129,0_random_140/000000000129.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000129.jpg,a woman with [blue] makeup,0.2815968990325928
000000000130,0_random_140/000000000130.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000130.jpg,a toy figure of naruto standing on a [cloud],0.30732885003089905
000000000131,0_random_140/000000000131.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000131.jpg,a swan swimming in a pond with its head [in] the water,0.28752171993255615
000000000132,0_random_140/000000000132.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000132.jpg,a little girl wearing sunglasses and a gray [dress] leaning against a wall,0.305841326713562
000000000133,0_random_140/000000000133.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000133.jpg,a lion in the sky with a [red background],0.22965705394744873
000000000134,0_random_140/000000000134.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000134.jpg,a [red and white] bird flying in the blue sky,0.26610875129699707
000000000135,0_random_140/000000000135.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000135.jpg,the two people are standing on [boat] with a fish,0.2563675045967102
000000000136,0_random_140/000000000136.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000136.jpg,a [blue] bird sitting on a branch,0.2261478304862976
000000000137,0_random_140/000000000137.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000137.jpg,a golden pagoda in the [rain],0.23942825198173523
000000000138,0_random_140/000000000138.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000138.jpg,a cat [with a hat],0.2847170829772949
000000000139,0_random_140/000000000139.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/0_random_140/000000000139.jpg,a duck standing on a [shark] near water,0.21221283078193665
111000000000,1_change_object_80/1_artificial/1_animal/111000000000.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000000.jpg,[sharks] in the ocean,0.21397806704044342
111000000001,1_change_object_80/1_artificial/1_animal/111000000001.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000001.jpg,a [tiger] wearing a pink hat,0.3368685841560364
111000000002,1_change_object_80/1_artificial/1_animal/111000000002.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000002.jpg,a cute little [marmot] with big eyes,0.24499183893203735
111000000003,1_change_object_80/1_artificial/1_animal/111000000003.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000003.jpg,a cute little [pig] with big eyes,0.25401246547698975
111000000004,1_change_object_80/1_artificial/1_animal/111000000004.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000004.jpg,a cartoon painting of a cute owl with a [circle] on its body,0.29189538955688477
111000000005,1_change_object_80/1_artificial/1_animal/111000000005.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000005.jpg,a girl and her [monkey] in a field,0.2854520082473755
111000000006,1_change_object_80/1_artificial/1_animal/111000000006.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000006.jpg,[dog] on the roof at night,0.2482835352420807
111000000007,1_change_object_80/1_artificial/1_animal/111000000007.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000007.jpg,an illustration of a [bear] sitting on top of a rock,0.2946208715438843
111000000008,1_change_object_80/1_artificial/1_animal/111000000008.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000008.jpg,a [man] wearing colorful goggles and a colorful scarf,0.30511295795440674
111000000009,1_change_object_80/1_artificial/1_animal/111000000009.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/1_animal/111000000009.jpg,a painting of a [pig] with red eyes,0.2981911301612854
112000000000,1_change_object_80/1_artificial/2_human/112000000000.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/2_human/112000000000.jpg,a painting of a woman in green [shirts],0.26163482666015625
112000000001,1_change_object_80/1_artificial/2_human/112000000001.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/2_human/112000000001.jpg,a beautiful woman with [hat] on head,0.20521649718284607
112000000002,1_change_object_80/1_artificial/2_human/112000000002.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/2_human/112000000002.jpg,cartoon [girl] driving a car,0.29772669076919556
112000000003,1_change_object_80/1_artificial/2_human/112000000003.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/2_human/112000000003.jpg,a girl with black hair and a white shirt is holding a [coffee],0.2159501016139984
112000000004,1_change_object_80/1_artificial/2_human/112000000004.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/2_human/112000000004.jpg,a cartoon girl sitting on a [rock],0.24139311909675598
112000000005,1_change_object_80/1_artificial/2_human/112000000005.jpg,/home/hemiao/KV-Edit/outputs_pie_0_8/1_change_object_80/1_artificial/2_human/112000000005.jpg,a woman standing under [beautiful moon] in the snow,0.23236903548240662
